id,commodity,unit,hyvee_everyday,hyvee_ad,hyvee_ad_from,hyvee_ad_to,hyvee_shown,aldi_everyday,aldi_ad,aldi_ad_from,aldi_ad_to,aldi_shown,familyfare_everyday,familyfare_ad,familyfare_ad_from,familyfare_ad_to,familyfare_shown,fareway_everyday,fareway_ad,fareway_ad_from,fareway_ad_to,fareway_shown,bakers_everyday,bakers_ad,bakers_ad_from,bakers_ad_to,bakers_shown,sams_everyday,sams_ad,sams_ad_from,sams_ad_to,sams_shown,walmart_everyday,walmart_ad,walmart_ad_from,walmart_ad_to,walmart_shown
baking-powder,Baking Powder,oz,0.299,,,,0.299,0.2407,,,,0.2407,0.3691,,,,0.3691,0.3691,0.3074,2026-08-11,2026-09-10,0.3074,0.3074,,,,0.3074,0.1768,,,,0.1768,0.2259,,,,0.2259
coconut-oil,Coconut Oil,oz,0.6421,,,,0.6421,0.3707,,,,0.3707,0.3207,,,,0.3207,0.5993,0.5327,2026-08-11,2026-09-10,0.5327,0.3263,,,,0.3263,0.1952,,,,0.1952,0.2434,0.432,2026-08-31,2026-09-30,0.2434
lime-juice,Lime Juice (bottled),floz,0.186,,,,0.186,0.0684,,,,0.0684,0.2193,,,,0.2193,0.2193,0.1993,2026-08-09,2026-09-08,0.1993,0.1193,,,,0.1193,0.1013,,,,0.1013,0.0913,,,,0.0913
orange-juice,Orange Juice,floz,0.0702,,,,0.0702,0.0585,,,,0.0585,0.0702,,,,0.0702,0.078,0.0467,2026-08-31,2026-09-30,0.0467,0.0687,,,,0.0687,0.0667,,,,0.0667,0.0667,,,,0.0667
energy-drinks,Energy Drinks,floz,0.1744,,,,0.1744,0.0931,,,,0.0931,0.1353,,,,0.1353,0.1354,0.1029,2026-09-06,2026-10-06,0.1029,0.1248,0.104,2026-07-15,2026-09-09,0.104,0.0822,,,,0.0822,0.0935,0.105,2026-08-31,2026-09-30,0.0935
apple-cider-vinegar,Apple Cider Vinegar,floz,,,,,,0.1403,,,,0.1403,0.0889,,,,0.0889,0.0872,,,,0.0872,0.0546,0.2369,2026-08-17,2026-10-19,0.0546,0.1327,,,,0.1327,0.0756,,,,0.0756
baby-wipes,Baby Wipes,each,0.0554,,,,0.0554,0.0273,,,,0.0273,0.0312,,,,0.0312,0.0411,0.0339,2026-08-21,2026-09-20,0.0339,0.0318,,,,0.0318,0.02,,,,0.02,0.0139,,,,0.0139
avocado-oil,Avocado Oil,floz,,,,,,0.4582,,,,0.4582,0.6675,,,,0.6675,0.7033,,,,0.7033,0.4436,0.6589,2026-08-19,2026-09-21,0.4436,0.3965,,,,0.3965,0.4112,,,,0.4112
cranberry-juice,Cranberry Juice,floz,0.0389,,,,0.0389,0.0405,,,,0.0405,0.053,,,,0.053,0.0514,0.0466,2026-08-11,2026-09-10,0.0466,0.0467,0.0469,2026-08-19,2026-09-09,0.0467,0.0431,,,,0.0431,0.0464,,,,0.0464
apple-juice,Apple Juice,floz,0.07,,,,0.07,0.0467,,,,0.0467,0.0416,,,,0.0416,0.0489,0.0447,2026-08-30,2026-09-29,0.0447,0.0358,0.0547,2026-07-16,2026-09-09,0.0358,0.0428,,,,0.0428,0.0338,0.0552,2026-08-26,2026-09-25,0.0338
batteries,Batteries (AA),each,0.9975,0.7475,,,0.7475,0.3688,,,,0.3688,0.6345,,,,0.6345,0.4579,0.4154,2026-08-25,2026-09-24,0.4154,0.4719,1.2488,2026-08-17,2026-09-16,0.4719,0.28,,,,0.28,0.4712,,,,0.4712
stain-remover,Laundry Stain Remover,floz,0.1153,,,,0.1153,0.1541,,,,0.1541,0.1432,,,,0.1432,0.1165,0.1165,2026-08-09,2026-09-08,0.1165,0.1065,0.1586,2026-08-19,2026-11-16,0.1065,0.1169,,,,0.1169,0.0862,,,,0.0862
all-purpose-cleaner,All-Purpose Cleaner,floz,0.1559,,,,0.1559,0.0841,,,,0.0841,0.1247,,,,0.1247,0.078,0.0702,2026-08-11,2026-09-10,0.0702,0.0491,,,,0.0491,0.0523,,,,0.0523,0.0331,0.12,2026-08-31,2026-09-30,0.0331
toilet-bowl-cleaner,Toilet Bowl Cleaner,floz,0.1538,,,,0.1538,0.0746,,,,0.0746,0.1028,,,,0.1028,0.1456,0.1035,2026-08-11,2026-09-10,0.1035,0.0935,,,,0.0935,0.0867,,,,0.0867,0.0725,0.16,2026-08-31,2026-09-30,0.0725
disinfecting-wipes,Disinfecting Wipes,each,0.114,,,,0.114,0.0393,,,,0.0393,0.0932,,,,0.0932,0.114,0.0849,2026-08-11,2026-09-10,0.0849,0.0559,0.0467,2026-08-19,2026-11-11,0.0467,0.0352,,,,0.0352,0.0397,0.0359,2026-08-31,2026-09-30,0.0359
paprika,Paprika,oz,0.4545,,,,0.4545,0.467,,,,0.467,0.8443,,,,0.8443,0.6244,0.4994,,,0.4994,0.625,,,,0.625,0.4689,,,,0.4689,0.432,,,,0.432
bay-leaves,Bay Leaves,oz,55.5,,,,55.5,,,,,,31.9333,,,,31.9333,14.6471,9.8824,2026-08-11,2026-09-10,9.8824,7.9733,,,,7.9733,4.27,,,,4.27,18,3.26,2026-08-31,2026-09-30,3.26
bleach,Bleach,floz,0.0341,,,,0.0341,0.0483,,,,0.0483,0.074,,,,0.074,0.039,0.0312,2026-08-11,2026-09-10,0.0312,0.0311,,,,0.0311,0.0523,,,,0.0523,0.0514,,,,0.0514
cayenne-pepper,Cayenne Pepper (ground),oz,0.4167,,,,0.4167,,,,,,1.8663,,,,1.8663,1.4229,0.96,2026-08-11,2026-09-10,0.96,1.18,,,,1.18,0.4738,,,,0.4738,0.7131,,,,0.7131
shower-cleaner,Shower / Bathroom Cleaner,floz,0.0998,,,,0.0998,0.0841,,,,0.0841,0.1872,,,,0.1872,0.1244,0.0919,2026-08-09,2026-09-08,0.0919,0.1184,,,,0.1184,0.0832,,,,0.0832,0.0619,0.12,2026-08-31,2026-09-30,0.0619
italian-seasoning,Italian Seasoning,oz,0.698,,,,0.698,1.32,,,,1.32,1.352,,,,1.352,1.3317,,,,1.3317,2.0833,6.8,2026-08-19,2026-09-30,2.0833,1.1467,,,,1.1467,1.06,,,,1.06
mini-sweet-peppers,Mini Sweet Peppers,oz,0.3119,,,,0.3119,0.1994,,,,0.1994,,,,,,0.3119,0.2494,2026-08-11,2026-09-10,0.2494,0.1875,,,,0.1875,0.2146,,,,0.2146,0.4325,,,,0.4325
hand-soap,Hand Soap (liquid),floz,0.1198,,,,0.1198,0.0558,,,,0.0558,0.0998,,,,0.0998,0.5987,,,,0.5987,0.0658,,,,0.0658,0.1497,,,,0.1497,0.055,0.2245,2026-08-31,2026-09-30,0.055
medjool-dates,Medjool Dates,oz,0.6658,,,,0.6658,,,,,,0.4992,,,,0.4992,0.5825,,,,0.5825,0.4059,,,,0.4059,0.3109,,,,0.3109,0.5838,,,,0.5838
chuck-roast,Chuck Roast,lb,8.99,9.99,2026-08-31,2026-09-06,8.99,6.99,,,,6.99,10.99,,,,10.99,7.88,,,,7.88,10.99,,,,10.99,6.64,,,,6.64,7.9689,,,,7.9689
ground-cinnamon,Ground Cinnamon,oz,0.5,,,,0.5,0.4177,,,,0.4177,0.676,,,,0.676,0.9684,,,,0.9684,0.6443,2.392,2026-08-19,2026-09-30,0.6443,0.4433,,,,0.4433,0.508,,,,0.508
dog-treats,Dog Treats,oz,0.7821,,,,0.7821,0.499,,,,0.499,0.1965,,,,0.1965,0.3756,0.2778,2026-08-11,2026-09-10,0.2778,0.1121,,,,0.1121,0.0582,,,,0.0582,0.0936,0.1658,2026-08-31,2026-09-30,0.0936
ground-beef-93-7,93/7 Lean Ground Beef,lb,8.99,,,,8.99,7.39,,,,7.39,9.29,,,,9.29,7.49,,,,7.49,,,,,,6.17,,,,6.17,7.49,6.9925,2026-08-31,2026-09-30,6.9925
cocoa-powder,Cocoa Powder (baking),oz,0.6862,,,,0.6862,,,,,,,,,,,0.8738,0.685,2026-08-09,2026-09-08,0.685,0.8488,,,,0.8488,0.499,,,,0.499,0.5913,,,,0.5913
pears,Pears,lb,1.99,,,,1.99,1.4967,,,,1.4967,,,,,,1.99,,,,1.99,2.645,,,,2.645,1.64,,,,1.64,2.4779,,,,2.4779
yeast,Yeast (baking),oz,1.37,,,,1.37,1.4533,,,,1.4533,1.4975,,,,1.4975,1.7975,1.4975,2026-08-09,2026-09-08,1.4975,1.4975,,,,1.4975,0.215,,,,0.215,1.2425,,,,1.2425
chocolate-chips,Chocolate Chips,oz,0.3325,0.3158,2026-08-31,2026-09-06,0.3158,0.3042,,,,0.3042,0.3329,,,,0.3329,0.3329,0.2783,2026-08-09,2026-09-08,0.2783,0.3325,0.4158,2026-08-19,2026-09-09,0.3325,0.2219,,,,0.2219,0.2606,0.5317,2026-08-31,2026-09-30,0.2606
canned-pinto-beans,Canned Pinto Beans,oz,0.066,,,,0.066,0.0548,,,,0.0548,0.0639,,,,0.0639,0.0865,0.0639,2026-08-09,2026-09-08,0.0639,0.0627,,,,0.0627,0.0681,,,,0.0681,0.0594,,,,0.0594
chickpeas,Chickpeas / Garbanzo Beans (canned),oz,0.066,,,,0.066,0.0548,,,,0.0548,0.0639,,,,0.0639,0.1056,,,,0.1056,0.0645,,,,0.0645,0.0665,,,,0.0665,0.0594,,,,0.0594
canned-yams,Canned Yams / Sweet Potatoes,oz,0.1248,,,,0.1248,,,,,,0.1248,,,,0.1248,0.1248,,,,0.1248,0.0998,,,,0.0998,0.0748,,,,0.0748,0.0779,,,,0.0779
canned-black-beans,Canned Black Beans,oz,0.066,,,,0.066,0.0567,,,,0.0567,0.0649,,,,0.0649,0.0879,0.0649,2026-08-23,2026-09-22,0.0649,0.0638,,,,0.0638,0.0738,,,,0.0738,0.0613,,,,0.0613
vanilla-extract,Vanilla Extract,floz,2.985,,,,2.985,1.745,,,,1.745,3.495,,,,3.495,4.2475,3.2475,2026-08-11,2026-09-10,3.2475,1.4994,3.7475,2026-08-03,2026-10-26,1.4994,1.31,,,,1.31,2.44,3.99,2026-08-31,2026-09-30,2.44
canned-pasta,Canned Pasta (Ravioli / SpaghettiOs),oz,0.0887,,,,0.0887,,,,,,0.1082,,,,0.1082,,,,,,0.1,,,,0.1,0.0652,,,,0.0652,0.079,,,,0.079
pepperoni,Pepperoni (sliced),oz,0.4983,,,,0.4983,0.3988,,,,0.3988,0.4992,,,,0.4992,0.5948,,,,0.5948,0.4869,1.158,2026-08-03,2026-09-28,0.4869,0.2638,,,,0.2638,0.4405,0.5625,2026-08-31,2026-09-30,0.4405
diced-tomatoes,Canned Diced Tomatoes,oz,0.0711,,,,0.0711,0.0614,,,,0.0614,0.0683,,,,0.0683,0.0786,0.0711,2026-09-02,2026-10-02,0.0711,0.0675,,,,0.0675,0.0574,,,,0.0574,0.0529,,,,0.0529
corned-beef-hash,Corned Beef Hash (canned),oz,0.2796,,,,0.2796,0.2064,,,,0.2064,0.2193,,,,0.2193,0.3207,,,,0.3207,0.3207,,,,0.3207,0.1986,,,,0.1986,0.198,,,,0.198
asparagus,Asparagus,lb,5.99,,,,5.99,2.95,,,,2.95,6.99,,,,6.99,4.99,,,,4.99,3.69,,,,3.69,4.675,,,,4.675,6.352,,,,6.352
cherry-tomatoes,Cherry / Grape Tomatoes,oz,0.469,,,,0.469,0.199,,,,0.199,0.399,,,,0.399,0.3329,,,,0.3329,0.2083,0.1779,2026-07-27,2026-09-21,0.1779,0.1772,,,,0.1772,0.227,,,,0.227
lettuce,Lettuce (head),each,1.97,,,,1.97,1.89,,,,1.89,0.9975,,,,0.9975,3.49,2.99,,,2.99,1.495,,,,1.495,0.7783,,,,0.7783,1.135,,,,1.135
brussels-sprouts,Brussels Sprouts,lb,1.8533,3.49,,,1.8533,2.99,,,,2.99,3.99,,,,3.99,3.0743,2.2629,2026-08-11,2026-09-10,2.2629,3.99,,,,3.99,2.46,,,,2.46,3.02,,,,3.02
canned-salmon,Canned Salmon,oz,0.494,,,,0.494,0.2298,,,,0.2298,0.4061,,,,0.4061,0.4739,0.3383,2026-08-09,2026-09-08,0.3383,0.3044,0.458,2026-08-17,2026-09-14,0.3044,0.2176,,,,0.2176,0.2556,,,,0.2556
mexican-chorizo-fresh,Mexican Chorizo (Fresh),lb,,,,,,,,,,,,,,,,,,,,,3.5467,2.6667,2026-09-02,2026-09-08,2.6667,,,,,,2,,,,2
facial-tissues,Facial Tissues,each,,,,,,0.0087,,,,0.0087,0.0124,,,,0.0124,0.0218,0.0186,2026-08-11,2026-09-10,0.0186,0.0124,0.0232,2026-09-02,2026-09-08,0.0124,0.01,,,,0.01,0.0069,0.0103,2026-08-31,2026-09-30,0.0069
refried-beans,Refried Beans,oz,0.0625,,,,0.0625,0.0619,,,,0.0619,0.0835,,,,0.0835,0.0931,0.0619,2026-08-31,2026-09-30,0.0619,0.0744,0.1068,2026-09-02,2026-10-28,0.0744,0.0821,,,,0.0821,0.0675,0.1013,2026-08-31,2026-09-30,0.0675
tortillas,Tortillas (flour),each,0.199,,,,0.199,0.2312,,,,0.2312,0.199,,,,0.199,0.279,,,,0.279,0.1681,0.2136,2026-09-02,2026-09-08,0.1681,0.123,,,,0.123,0.106,,,,0.106
ranch-dressing,Ranch Dressing,floz,0.1386,,,,0.1386,0.1175,,,,0.1175,0.1538,,,,0.1538,0.18,0.155,2026-08-31,2026-09-30,0.155,0.1108,0.1244,2026-09-02,2026-09-09,0.1108,0.08,,,,0.08,0.1103,,,,0.1103
mayonnaise,Mayonnaise,oz,0.1327,,,,0.1327,0.0963,,,,0.0963,0.133,,,,0.133,0.1397,0.1263,,,0.1263,0.133,0.1263,2026-08-19,2026-09-16,0.1263,0.0936,,,,0.0936,0.099,0.149,2026-08-31,2026-09-30,0.099
frozen-meatballs,Frozen Meatballs,oz,0.4575,,,,0.4575,0.2184,,,,0.2184,0.3035,,,,0.3035,0.285,,,,0.285,0.2186,0.2854,2026-07-15,2026-09-09,0.2186,0.1996,,,,0.1996,0.234,,,,0.234
shredded-cheese,Shredded / Block Cheese,oz,0.2462,0.2494,2026-08-31,2026-09-06,0.2462,0.2056,,,,0.2056,0.2466,,,,0.2466,0.2488,0.1856,2026-08-31,2026-09-30,0.1856,0.2278,0.3125,2026-09-02,2026-09-08,0.2278,0.1521,,,,0.1521,0.2155,0.3338,2026-08-31,2026-09-30,0.2155
canned-corn,Canned Corn,oz,0.0498,,,,0.0498,0.0511,,,,0.0511,0.0649,,,,0.0649,0.0505,0.0446,2026-09-02,2026-10-02,0.0446,0.0544,,,,0.0544,0.0592,,,,0.0592,0.04,,,,0.04
canned-pears,Canned Pears,oz,0.0959,,,,0.0959,0.1043,,,,0.1043,,,,,,0.1307,0.096,2026-09-02,2026-10-02,0.096,0.126,,,,0.126,0.1248,,,,0.1248,0.0959,,,,0.0959
canned-peaches,Canned Peaches,oz,0.1128,,,,0.1128,0.1016,,,,0.1016,0.1327,,,,0.1327,0.1873,0.1558,2026-08-30,2026-09-29,0.1558,0.1134,,,,0.1134,0.1291,,,,0.1291,0.0959,0.1856,2026-08-31,2026-09-30,0.0959
canned-tuna,Canned Tuna,oz,0.19,,,,0.19,0.19,,,,0.19,0.598,,,,0.598,0.2248,0.1748,2026-08-30,2026-09-29,0.1748,0.1908,0.338,2026-08-17,2026-10-12,0.1908,0.1663,,,,0.1663,0.192,0.2,2026-08-31,2026-09-30,0.192
canned-pineapple,Canned Pineapple,oz,0.081,,,,0.081,0.0825,,,,0.0825,,,,,,0.106,0.084,2026-08-30,2026-09-29,0.084,0.0995,,,,0.0995,0.1091,,,,0.1091,0.084,0.111,2026-08-31,2026-09-30,0.084
artichoke-hearts,Artichoke Hearts (canned/jarred),oz,0.2493,,,,0.2493,0.1992,,,,0.1992,0.285,,,,0.285,0.1779,,,,0.1779,0.2658,0.2313,2026-08-24,2026-11-16,0.2313,0.2346,,,,0.2346,0.1615,,,,0.1615
canned-peas,Canned Peas,oz,0.0507,,,,0.0507,0.054,,,,0.054,0.0793,,,,0.0793,0.0747,0.0453,2026-09-02,2026-10-02,0.0453,0.0553,,,,0.0553,0.0678,,,,0.0678,0.0547,,,,0.0547
canned-green-beans,Canned Green Beans,oz,0.0524,0.0607,2026-08-31,2026-09-06,0.0524,0.0513,,,,0.0513,0.0683,,,,0.0683,0.0531,0.0469,2026-09-02,2026-10-02,0.0469,0.0568,,,,0.0568,0.0622,,,,0.0622,0.0529,,,,0.0529
canned-mushrooms,Canned Mushrooms,oz,0.2908,,,,0.2908,0.3625,,,,0.3625,0.2231,,,,0.2231,0.2257,,,,0.2257,0.3738,,,,0.3738,0.2704,,,,0.2704,0.2262,,,,0.2262
tomato-paste,Tomato Paste,oz,0.1575,,,,0.1575,0.1433,,,,0.1433,0.1575,,,,0.1575,0.1408,,,,0.1408,0.1325,,,,0.1325,0.1108,,,,0.1108,0.1017,,,,0.1017
body-wash,Body Wash,floz,0.3106,,,,0.3106,0.1695,,,,0.1695,0.1325,,,,0.1325,0.2206,0.165,2026-08-11,2026-09-10,0.165,0.1828,0.2495,2026-08-10,2026-10-05,0.1828,0.1327,,,,0.1327,0.165,,,,0.165
croissants,Croissants,each,1.165,,,,1.165,0.465,,,,0.465,1.4975,,,,1.4975,1.6633,,,,1.6633,0.7488,,,,0.7488,0.455,,,,0.455,0.4527,,,,0.4527
half-and-half,Half & Half,floz,0.1091,,,,0.1091,0.0747,,,,0.0747,0.0936,,,,0.0936,0.1047,,,,0.1047,0.078,,,,0.078,0.07,,,,0.07,0.0775,,,,0.0775
milk,Milk (gallon),gallon,3.06,,,,3.06,2.81,,,,2.81,3.49,,,,3.49,5.98,,,,5.98,3.19,,,,3.19,3.72,,,,3.72,2.76,,,,2.76
conditioner,Hair Conditioner,floz,0.4158,,,,0.4158,0.4775,,,,0.4775,0.3167,,,,0.3167,0.1107,0.0876,2026-08-09,2026-09-08,0.0876,0.0927,0.0889,2026-08-19,2026-11-11,0.0889,0.2089,,,,0.2089,0.075,,,,0.075
chicken-noodle-soup,Chicken Noodle Soup (canned),oz,0.0667,,,,0.0667,0.0909,,,,0.0909,0.1177,,,,0.1177,0.141,0.0933,2026-08-23,2026-09-22,0.0933,0.0752,,,,0.0752,0.0919,,,,0.0919,0.0705,0.1421,2026-08-31,2026-09-30,0.0705
microwave-popcorn,Microwave Popcorn,each,0.615,,,,0.615,,,,,,0.5633,,,,0.5633,,,,,,0.3883,0.43,2026-08-17,2026-09-14,0.3883,0.2633,,,,0.2633,0.2983,0.2475,2026-08-31,2026-09-30,0.2475
shampoo,Shampoo,floz,0.4158,,,,0.4158,0.4775,,,,0.4775,0.0993,,,,0.0993,0.1107,0.0876,2026-08-11,2026-09-10,0.0876,0.0927,0.0889,2026-08-19,2026-11-11,0.0889,0.1536,,,,0.1536,0.075,,,,0.075
heavy-cream,Heavy Whipping Cream,floz,0.2184,,,,0.2184,0.1434,,,,0.1434,0.2184,,,,0.2184,0.3216,0.2494,,,0.2494,0.1716,,,,0.1716,0.1162,,,,0.1162,0.1475,,,,0.1475
honey-mustard,Honey Mustard,oz,0.1612,0.1658,2026-08-31,2026-09-06,0.1612,0.1244,,,,0.1244,0.2288,,,,0.2288,0.2492,,,,0.2492,0.1575,,,,0.1575,0.117,,,,0.117,0.1433,,,,0.1433
italian-dressing,Italian Dressing,floz,0.1612,,,,0.1612,0.1219,,,,0.1219,0.1538,,,,0.1538,0.18,0.155,2026-08-20,2026-09-19,0.155,0.1108,0.1667,2026-07-03,2026-09-09,0.1108,0.1108,,,,0.1108,0.1103,,,,0.1103
cooked-jasmine-rice,Cooked Jasmine Rice,oz,,,,,,,,,,,,,,,,,,,,,,,,,,0.1957,,,,0.1957,0.1966,,,,0.1966
brown-lentils,Brown Lentils,lb,,,,,,3.184,,,,3.184,2.69,,,,2.69,2.29,1.99,2026-08-30,2026-09-29,1.99,1.99,,,,1.99,3.5947,,,,3.5947,1.92,,,,1.92
coleslaw-mix,Coleslaw Mix,oz,,,,,,0.135,,,,0.135,,,,,,,,,,,0.1636,,,,0.1636,0.0731,,,,0.0731,0.1275,,,,0.1275
spinach,Spinach (fresh),oz,0.299,,,,0.299,0.2233,,,,0.2233,0.499,,,,0.499,0.4362,,,,0.4362,0.249,,,,0.249,0.2975,,,,0.2975,0.2,,,,0.2
spring-mix,Spring Mix Salad Greens,oz,0.375,,,,0.375,0.1742,,,,0.1742,0.499,,,,0.499,0.599,0.544,2026-08-11,2026-09-10,0.544,0.3125,,,,0.3125,0.3275,,,,0.3275,0.3525,,,,0.3525
caesar-salad-kit,Caesar Salad Kit,oz,0.3973,0.3522,2026-08-31,2026-09-06,0.3522,0.2848,,,,0.2848,0.4467,,,,0.4467,0.399,0.299,2026-08-11,2026-09-10,0.299,0.3169,0.3219,2026-08-29,2026-10-07,0.3169,0.2331,,,,0.2331,0.2296,0.2027,2026-08-31,2026-09-30,0.2027
beef-stew,Canned Beef Stew,oz,0.1839,,,,0.1839,,,,,,,,,,,0.246,,,,0.246,0.1745,,,,0.1745,0.1538,,,,0.1538,0.165,,,,0.165
bouillon,Bouillon (cubes / granules / base),oz,0.6316,,,,0.6316,,,,,,1.1969,,,,1.1969,0.4165,,,,0.4165,0.3814,,,,0.3814,0.1477,,,,0.1477,0.1681,0.676,2026-08-31,2026-09-30,0.1681
tomato-soup,Tomato Soup (canned),oz,0.0651,,,,0.0651,0.1191,,,,0.1191,0.0842,,,,0.0842,0.1377,0.0912,2026-08-31,2026-09-30,0.0912,0.0727,,,,0.0727,0.1006,,,,0.1006,0.0688,0.1372,2026-08-31,2026-09-30,0.0688
chicken-broth,Chicken Broth / Stock,floz,0.0622,,,,0.0622,0.0391,,,,0.0391,0.0528,,,,0.0528,0.0838,0.0575,2026-08-23,2026-09-22,0.0575,0.0477,,,,0.0477,0.0416,,,,0.0416,0.045,0.1638,2026-08-31,2026-09-30,0.045
ramen,Ramen Noodles,each,0.3325,,,,0.3325,0.3292,,,,0.3292,0.3742,,,,0.3742,0.5,,,,0.5,0.5817,1.67,2026-07-15,2026-09-09,0.5817,0.2908,,,,0.2908,0.495,1.9425,2026-08-31,2026-09-30,0.495
tomato-sauce,Tomato Sauce (canned),oz,0.0793,,,,0.0793,0.0588,,,,0.0588,0.0686,,,,0.0686,0.0853,0.0793,2026-08-31,2026-09-30,0.0793,0.0617,,,,0.0617,0.0517,,,,0.0517,0.0559,,,,0.0559
crushed-tomatoes,Crushed Tomatoes (canned),oz,0.0711,,,,0.0711,0.0532,,,,0.0532,0.1068,,,,0.1068,0.0889,0.0711,2026-08-30,2026-09-29,0.0711,0.0667,,,,0.0667,0.0535,,,,0.0535,0.0543,,,,0.0543
garden-salad,Garden Salad Blend (bagged),oz,,,,,,,,,,,,,,,,0.2075,,,,0.2075,0.1662,,,,0.1662,0.0831,,,,0.0831,0.1404,0.1642,2026-08-31,2026-09-30,0.1404
tomatillos,Tomatillos (fresh),lb,4,,,,4,,,,,,2.49,,,,2.49,,,,,,,,,,,2.96,,,,2.96,2.86,,,,2.86
cajun-seasoning,Cajun / Creole Seasoning,oz,0.3738,,,,0.3738,0.4829,,,,0.4829,0.3738,,,,0.3738,0.3738,0.3113,2026-08-09,2026-09-08,0.3113,0.3222,0.9091,2026-07-22,2026-09-09,0.3222,0.1666,,,,0.1666,0.3088,,,,0.3088
corn-muffin-mix,Corn Muffin Mix,oz,0.072,,,,0.072,0.0847,,,,0.0847,0.0882,,,,0.0882,0.1518,0.0847,2026-08-11,2026-09-10,0.0847,0.0841,,,,0.0841,0.0705,,,,0.0705,0.0906,,,,0.0906
minced-garlic,Minced Garlic (jarred),oz,0.2809,,,,0.2809,0.3188,,,,0.3188,0.6988,,,,0.6988,0.2497,,,,0.2497,0.5253,,,,0.5253,0.1183,,,,0.1183,0.2178,,,,0.2178
cream-of-mushroom-soup,Cream of Mushroom Soup,oz,0.0667,,,,0.0667,0.0695,,,,0.0695,0.0881,,,,0.0881,0.141,0.0933,2026-08-11,2026-09-10,0.0933,0.0727,,,,0.0727,0.1069,,,,0.1069,0.0705,,,,0.0705
canned-chili,Canned Chili,oz,0.1587,,,,0.1587,0.1327,,,,0.1327,0.1793,,,,0.1793,0.1876,,,,0.1876,0.1527,,,,0.1527,0.0988,,,,0.0988,0.1133,0.1587,2026-08-31,2026-09-30,0.1133
lemon-pepper-seasoning,Lemon Pepper Seasoning,oz,,,,,,0.2829,,,,0.2829,1.0864,,,,1.0864,,,,,,0.9584,,,,0.9584,0.251,,,,0.251,0.2541,,,,0.2541
garlic-herb-seasoning,Garlic Herb Seasoning,oz,,,,,,,,,,,1.2327,,,,1.2327,,,,,,1.0259,0.9073,2026-07-15,2026-09-09,0.9073,0.4158,,,,0.4158,0.6879,,,,0.6879
black-pepper,Black Pepper (ground),oz,0.4167,,,,0.4167,1.15,,,,1.15,0.695,,,,0.695,0.6244,0.4994,2026-08-23,2026-09-22,0.4994,0.5556,,,,0.5556,0.4185,,,,0.4185,0.9878,,,,0.9878
sea-salt,Sea salt,oz,,,,,,0.6795,,,,0.6795,0.1681,,,,0.1681,,,,,,0.1342,,,,0.1342,0.1106,,,,0.1106,0.1335,,,,0.1335
