id,commodity,unit,hyvee_everyday,hyvee_ad,hyvee_ad_from,hyvee_ad_to,hyvee_shown,aldi_everyday,aldi_ad,aldi_ad_from,aldi_ad_to,aldi_shown,familyfare_everyday,familyfare_ad,familyfare_ad_from,familyfare_ad_to,familyfare_shown,fareway_everyday,fareway_ad,fareway_ad_from,fareway_ad_to,fareway_shown,bakers_everyday,bakers_ad,bakers_ad_from,bakers_ad_to,bakers_shown,sams_everyday,sams_ad,sams_ad_from,sams_ad_to,sams_shown,walmart_everyday,walmart_ad,walmart_ad_from,walmart_ad_to,walmart_shown
canned-chili,Canned Chili,oz,0.1587,,,,0.1587,0.1327,,,,0.1327,0.1793,0.1053,2026-09-20,2026-09-26,0.1053,0.2127,,,,0.2127,0.1527,0.1515,2026-09-16,2026-11-03,0.1515,0.1529,,,,0.1529,0.1133,0.1587,2026-08-31,2026-09-30,0.1133
pancake-mix,Pancake Mix,oz,0.08,,,,0.08,0.0609,,,,0.0609,0.0841,0.1429,2026-09-20,2026-09-26,0.0841,0.0812,0.0623,2026-09-21,2026-09-26,0.0623,0.0684,0.0774,2026-09-12,2026-10-06,0.0684,0.0484,,,,0.0484,0.0619,,,,0.0619
coffee-pods,Coffee Pods (K-Cups),each,0.936,,,,0.936,0.3575,,,,0.3575,0.6716,0.799,2026-09-20,2026-09-26,0.6716,0.4124,0.3749,2026-09-20,2026-09-26,0.3749,0.2916,0.4158,2026-09-23,2026-10-06,0.2916,0.2641,,,,0.2641,0.3347,,,,0.3347
ready-to-serve-long-grain-wild-rice-pouch,Ready-to-Serve Long Grain & Wild Rice Pouch,oz,,,,,,0.1466,,,,0.1466,0.317,0.2841,2026-09-20,2026-09-26,0.2841,,,,,,0.1693,,,,0.1693,,,,,,0.15,,,,0.15
cheese-crackers,Cheese Crackers,oz,0.3621,0.346,,,0.346,0.1805,,,,0.1805,0.209,0.3293,2026-09-20,2026-09-26,0.209,0.3557,0.6108,2026-09-21,2026-09-26,0.3557,0.2331,,,,0.2331,0.1791,,,,0.1791,0.2073,0.3159,2026-08-31,2026-09-30,0.2073
jumbo-pasta-shells,Jumbo Pasta Shells / Manicotti,oz,,,,,,,,,,,,0.2106,2026-09-20,2026-09-26,0.2106,,,,,,,,,,,,,,,,0.1633,,,,0.1633
chicken-broth,Chicken Broth / Stock,floz,,,,,,0.0373,,,,0.0373,0.0528,0.119,2026-09-20,2026-09-26,0.0528,0.0838,0.0575,2026-09-23,2026-09-26,0.0575,0.0477,0.0625,2026-09-08,2026-11-10,0.0477,0.0416,,,,0.0416,0.045,0.1638,2026-08-31,2026-09-30,0.045
hominy,Canned Hominy,oz,,,,,,,,,,,0.1031,0.0645,2026-09-20,2026-09-26,0.0645,,,,,,0.0426,,,,0.0426,,,,,,0.0402,,,,0.0402
fresh-basil,Basil (fresh),oz,,,,,,,,,,,5.98,3.98,2026-09-20,2026-09-26,3.98,3.9867,,,,3.9867,,,,,,,,,,,2.52,,,,2.52
fresh-mint,Mint (fresh),oz,,,,,,,,,,,5.98,3.98,2026-09-20,2026-09-26,3.98,3.9867,,,,3.9867,4.98,,,,4.98,,,,,,3.84,,,,3.84
lemons,Lemons,each,0.99,,,,0.99,,,,,,0.99,0.7488,2026-09-20,2026-09-26,0.7488,,,,,,0.85,,,,0.85,,,,,,0.68,0.5,2026-09-05,2026-10-05,0.5
frozen-broccoli,Frozen Broccoli,oz,0.0817,,,,0.0817,0.0958,,,,0.0958,0.1492,0.1,2026-09-20,2026-09-26,0.1,0.1681,,,,0.1681,0.121,0.1344,2026-09-09,2026-11-03,0.121,0.0994,,,,0.0994,0.0783,,,,0.0783
chocolate-milk,Chocolate Milk,floz,0.1181,0.0625,2026-08-31,2026-09-27,0.0625,0.0283,,,,0.0283,0.0312,0.0625,2026-09-20,2026-09-26,0.0312,,,,,,0.0312,,,,0.0312,0.104,,,,0.104,0.0244,,,,0.0244
refrigerated-biscuits,Refrigerated Biscuit Dough,oz,,,,,,0.1181,,,,0.1181,0.2141,0.1534,2026-09-20,2026-09-26,0.1534,,,,,,0.1244,,,,0.1244,0.1454,,,,0.1454,0.1087,,,,0.1087
frozen-peas,Frozen Peas,oz,0.0817,,,,0.0817,0.0808,,,,0.0808,0.0996,0.0833,2026-09-20,2026-09-26,0.0833,0.1247,0.0919,2026-09-19,2026-10-19,0.0919,0.0915,0.149,2026-09-04,2026-10-25,0.0915,,,,,,0.0775,,,,0.0775
hash-browns,Frozen Hash Browns,oz,0.1493,,,,0.1493,0.1152,,,,0.1152,0.1665,0.1184,2026-09-20,2026-09-26,0.1184,0.1556,,,,0.1556,0.1184,,,,0.1184,0.0984,,,,0.0984,0.1069,,,,0.1069
pistachios,Pistachios,oz,,,,,,0.4056,,,,0.4056,0.4698,0.3914,2026-09-20,2026-09-26,0.3914,,,,,,0.4684,0.5306,2026-09-16,2026-10-13,0.4684,0.3538,,,,0.3538,0.4492,,,,0.4492
cooked-jasmine-rice,Cooked Jasmine Rice,oz,,,,,,,,,,,,0.2941,2026-09-20,2026-09-26,0.2941,0.3398,0.2261,2026-09-09,2026-10-09,0.2261,,,,,,0.1957,,,,0.1957,0.2023,,,,0.2023
canned-white-beans,Canned White Beans (Great Northern / Cannellini / Navy),oz,,,,,,0.0548,,,,0.0548,0.1413,0.0633,2026-09-20,2026-09-26,0.0633,0.0865,,,,0.0865,0.0645,,,,0.0645,,,,,,0.0594,,,,0.0594
cream-of-mushroom-soup,Cream of Mushroom Soup,oz,0.0695,,,,0.0695,0.0695,,,,0.0695,0.081,0.1163,2026-09-20,2026-09-26,0.081,0.141,0.0933,2026-09-22,2026-09-26,0.0933,0.0765,,,,0.0765,0.1069,,,,0.1069,0.0705,,,,0.0705
fresh-rosemary,Fresh Rosemary,oz,,,,,,2.98,,,,2.98,5.98,3.98,2026-09-20,2026-09-26,3.98,3.9867,,,,3.9867,,,,,,,,,,,3.84,,,,3.84
lemonade,Lemonade,floz,0.0575,,,,0.0575,0.0295,,,,0.0295,0.0422,0.0258,2026-09-20,2026-09-26,0.0258,,0.0385,2026-09-21,2026-09-26,0.0385,0.0294,0.0416,2026-09-14,2026-10-25,0.0294,0.0271,,,,0.0271,0.0217,,,,0.0217
popsicles,Popsicles / Ice Pops,each,,,,,,0.2292,,,,0.2292,0.219,0.5408,2026-09-20,2026-09-26,0.219,,0.3325,2026-09-21,2026-09-26,0.3325,0.1495,0.305,2026-09-23,2026-10-06,0.1495,0.1919,,,,0.1919,0.0825,,,,0.0825
cooking-spray,Cooking Spray,oz,0.696,,,,0.696,0.3113,,,,0.3113,0.4817,0.565,2026-09-20,2026-09-26,0.4817,0.5612,0.4362,2026-09-20,2026-09-26,0.4362,0.3742,0.6289,2026-09-16,2026-11-10,0.3742,0.3117,,,,0.3117,0.3212,,,,0.3212
beef-broth,Beef Broth / Stock,floz,0.0622,,,,0.0622,0.0391,,,,0.0391,0.0528,0.119,2026-09-20,2026-09-26,0.0528,0.0838,0.0575,2026-09-23,2026-09-26,0.0575,0.0497,0.0625,2026-09-08,2026-11-10,0.0497,,,,,,0.0469,,,,0.0469
broccoli,Broccoli (fresh),lb,,,,,,2.09,,,,2.09,2.99,2.0833,2026-09-20,2026-09-26,2.0833,3.0743,2.2629,2026-09-20,2026-09-26,2.2629,2.19,,,,2.19,3.12,,,,3.12,2.2401,,,,2.2401
garden-salad,Garden Salad Blend (bagged),oz,,,,,,,,,,,,0.3177,2026-09-20,2026-09-26,0.3177,0.2075,,,,0.2075,0.1662,,,,0.1662,0.0831,,,,0.0831,0.1404,,,,0.1404
frozen-fruit,Frozen Fruit / Berries,oz,0.4992,,,,0.4992,0.1579,,,,0.1579,0.2748,,,,0.2748,0.3431,0.3742,2026-09-21,2026-09-26,0.3431,0.1561,0.2498,2026-09-23,2026-10-06,0.1561,0.1247,,,,0.1247,0.1472,,,,0.1472
dinner-rolls,Dinner Rolls,each,0.4158,,,,0.4158,0.2042,,,,0.2042,0.3325,,,,0.3325,0.4162,0.3317,2026-09-21,2026-09-26,0.3317,0.2742,0.6238,2026-09-19,2026-10-13,0.2742,0.1658,,,,0.1658,0.205,,,,0.205
bananas,Bananas,lb,0.5,,,,0.5,0.48,,,,0.48,0.65,,,,0.65,0.49,0.49,2026-09-21,2026-09-26,0.49,0.55,,,,0.55,0.49,,,,0.49,0.5089,0.2799,2026-08-31,2026-09-30,0.2799
cheese-tortellini,Cheese Tortellini,oz,0.2021,,,,0.2021,0.1693,,,,0.1693,0.2995,,,,0.2995,,0.3196,2026-09-21,2026-09-26,0.3196,0.1873,0.549,2026-09-01,2026-10-25,0.1873,0.3275,,,,0.3275,0.1881,,,,0.1881
whole-chicken,Whole Chicken,lb,1.99,1.49,2026-08-31,2026-09-27,1.49,1.8107,,,,1.8107,1.79,,,,1.79,,1.99,2026-09-21,2026-09-26,1.99,1.49,,,,1.49,2.38,,,,2.38,1.32,,,,1.32
red-potatoes,Red Potatoes,lb,1.49,,,,1.49,0.858,,,,0.858,1.198,,,,1.198,,0.776,2026-09-21,2026-09-26,0.776,1.498,,,,1.498,0.745,,,,0.745,1.368,,,,1.368
english-muffins,English Muffins,each,0.3817,,,,0.3817,,,,,,0.4658,,,,0.4658,0.5817,0.4983,2026-09-21,2026-09-26,0.4983,0.2983,,,,0.2983,0.4483,,,,0.4483,0.27,0.5633,2026-08-31,2026-09-30,0.27
cod,Cod Fillets,lb,14.99,,,,14.99,8.745,,,,8.745,9.995,,,,9.995,,13.99,2026-09-21,2026-09-26,13.99,6.99,,,,6.99,11.76,,,,11.76,11.88,,,,11.88
instant-mashed-potatoes,Instant Mashed Potatoes,oz,0.37,,,,0.37,0.2475,,,,0.2475,0.3646,,,,0.3646,,0.4074,2026-09-21,2026-09-26,0.4074,0.1782,0.4326,2026-09-08,2026-11-01,0.1782,0.1727,,,,0.1727,0.1393,,,,0.1393
storage-bags,Food Storage Bags (gallon),each,0.1067,,,,0.1067,0.0462,,,,0.0462,0.113,,,,0.113,0.149,0.095,2026-09-21,2026-09-26,0.095,0.1193,,,,0.1193,0.066,,,,0.066,0.0612,,,,0.0612
fruit-snacks,Fruit Snacks,each,,,,,,0.297,,,,0.297,0.2304,,,,0.2304,0.2271,0.2112,2026-09-21,2026-09-26,0.2112,0.2248,0.2041,2026-08-03,2026-09-27,0.2041,0.1549,,,,0.1549,0.1865,,,,0.1865
beef-stew,Canned Beef Stew,oz,,,,,,,,,,,,,,,,0.246,0.198,2026-09-20,2026-09-26,0.198,0.1745,,,,0.1745,0.1553,,,,0.1553,0.165,,,,0.165
bouillon,Bouillon (cubes / granules / base),oz,,,,,,0.1841,,,,0.1841,1.1969,,,,1.1969,,,,,,0.3814,,,,0.3814,0.1551,,,,0.1551,0.1681,0.676,2026-08-31,2026-09-30,0.1681
egg-noodles,Egg Noodles,oz,,,,,,0.1088,,,,0.1088,0.1825,,,,0.1825,0.2492,0.2325,2026-09-17,2026-10-17,0.2325,0.125,0.2325,2026-09-09,2026-11-10,0.125,,,,,,0.1112,,,,0.1112
olive-oil,Olive Oil,floz,0.4406,,,,0.4406,0.2808,,,,0.2808,0.3991,,,,0.3991,,0.8272,2026-09-21,2026-09-26,0.8272,0.3675,0.3747,2026-09-09,2026-11-03,0.3675,0.192,,,,0.192,0.2843,,,,0.2843
frozen-burritos,Frozen Burritos,each,,,,,,0.4738,,,,0.4738,,,,,,0.7136,0.6421,2026-09-21,2026-09-26,0.6421,0.7488,1.7475,2026-09-16,2026-09-29,0.7488,,,,,,0.4775,,,,0.4775
gruyere,Gruyere Cheese,oz,,,,,,0.3362,,,,0.3362,0.9988,,,,0.9988,1.7488,1.6238,2026-09-21,2026-09-26,1.6238,0.4362,,,,0.4362,,,,,,0.3814,,,,0.3814
bell-peppers,Bell Peppers,each,,,,,,0.8967,,,,0.8967,,,,,,,0.9975,2026-09-21,2026-09-26,0.9975,0.89,,,,0.89,0.8283,,,,0.8283,0.99,,,,0.99
raspberries,Raspberries,oz,0.8317,,,,0.8317,0.4317,,,,0.4317,0.4994,0.2851,2026-09-20,2026-09-26,0.2851,,,,,,0.5483,0.4167,2026-09-23,2026-09-29,0.4167,0.3608,,,,0.3608,0.4867,,,,0.4867
apple-juice,Apple Juice,floz,,,,,,0.0342,,,,0.0342,0.0416,0.0469,2026-09-20,2026-09-26,0.0416,,,,,,0.0358,0.125,2026-09-08,2026-10-04,0.0358,0.0574,,,,0.0574,0.052,0.0552,2026-08-26,2026-09-25,0.052
conditioner,Hair Conditioner,floz,0.4158,,,,0.4158,0.4775,,,,0.4775,0.3167,0.3426,2026-09-20,2026-09-26,0.3167,0.1107,,,,0.1107,0.0927,0.3355,2026-09-23,2026-09-29,0.0927,0.2089,,,,0.2089,0.0746,,,,0.0746
chocolate-chips,Chocolate Chips,oz,0.3325,,,,0.3325,0.3042,,,,0.3042,0.3329,1.0917,2026-09-20,2026-09-26,0.3329,,,,,,0.3325,0.4158,2026-09-19,2026-09-29,0.3325,0.2219,,,,0.2219,0.2606,,,,0.2606
body-wash,Body Wash,floz,0.3106,,,,0.3106,0.1695,,,,0.1695,0.1325,0.3119,2026-09-20,2026-09-26,0.1325,,,,,,0.1828,0.2495,2026-09-16,2026-10-04,0.1828,0.1827,,,,0.1827,0.165,0.2327,2026-08-31,2026-09-30,0.165
canned-butter-beans,Canned Butter Beans,oz,,,,,,,,,,,0.0897,0.0625,2026-09-20,2026-09-26,0.0625,,,,,,0.2327,,,,0.2327,,,,,,0.0748,,,,0.0748
breakfast-sausage,Breakfast Sausage (pork),lb,4.88,,,,4.88,2.89,,,,2.89,4.49,4.99,2026-09-20,2026-09-26,4.49,,4.49,2026-09-21,2026-09-26,4.49,3.29,2.6667,2026-09-16,2026-10-13,2.6667,3.67,,,,3.67,2.94,,,,2.94
fresh-sage,Fresh Sage,oz,,,,,,,,,,,5.98,3.98,2026-09-20,2026-09-26,3.98,,,,,,4.98,,,,4.98,,,,,,,,,,
cream-cheese,Cream Cheese,oz,0.2488,,,,0.2488,0.1812,,,,0.1812,0.2494,0.4608,2026-09-20,2026-09-26,0.2494,0.3738,0.18,2026-09-22,2026-09-26,0.18,0.2056,,,,0.2056,0.1381,,,,0.1381,0.1856,,,,0.1856
oranges,Oranges,lb,,,,,,1.13,,,,1.13,1.4475,,,,1.4475,,0.99,2026-09-21,2026-09-26,0.99,1.1238,,,,1.1238,1.41,,,,1.41,1.2475,,,,1.2475
dryer-sheets,Dryer Sheets,each,0.0599,,,,0.0599,0.0299,,,,0.0299,0.0374,0.1038,2026-09-20,2026-09-26,0.0374,0.0495,0.0328,2026-09-21,2026-09-26,0.0328,0.035,,,,0.035,0.0207,,,,0.0207,0.0304,,,,0.0304
cauliflower,Cauliflower,each,,,,,,2.95,,,,2.95,3.79,,,,3.79,4.99,2.99,2026-09-20,2026-09-26,2.99,,,,,,,,,,,2.96,,,,2.96
cucumbers,Cucumbers,each,0.99,,,,0.99,0.75,,,,0.75,1.29,,,,1.29,1.17,1.77,2026-09-21,2026-09-26,1.17,0.79,,,,0.79,1.09,,,,1.09,0.76,,,,0.76
shampoo,Shampoo,floz,0.4158,,,,0.4158,0.4775,,,,0.4775,0.0993,0.3426,2026-09-20,2026-09-26,0.0993,,,,,,0.0927,0.0889,2026-08-19,2026-11-10,0.0889,0.1877,,,,0.1877,0.075,,,,0.075
ground-cinnamon,Ground Cinnamon,oz,,,,,,0.4177,,,,0.4177,0.676,1.1062,2026-09-20,2026-09-26,0.676,,,,,,0.6443,,,,0.6443,0.4433,,,,0.4433,0.508,,,,0.508
pomegranates,Pomegranate,each,,,,,,,,,,,,3,2026-09-20,2026-09-26,3,,,,,,2.49,,,,2.49,,,,,,,,,,
caesar-dressing,Caesar Dressing,floz,0.1612,,,,0.1612,0.2792,,,,0.2792,0.1869,0.3069,2026-09-20,2026-09-26,0.1869,,,,,,0.1744,0.1244,2026-09-16,2026-10-06,0.1244,,,,,,0.1853,0.6212,2026-08-31,2026-09-30,0.1853
